"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2002","OCT","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,314,000",""
"SURVEY","2002","OCT","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,079,000",""
"SURVEY","2002","OCT","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","61,527,000",""
"SURVEY","2002","OCT","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,577,000",""
"SURVEY","2002","OCT","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","108,245,000",""
"SURVEY","2002","OCT","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,751,000",""
"SURVEY","2002","OCT","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,464,000",""
"SURVEY","2002","OCT","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,566,000",""
"SURVEY","2002","OCT","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,427,000",""
"SURVEY","2002","OCT","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","195,529,000",""
"SURVEY","2002","SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","142,678,000",""
"SURVEY","2002","SEP","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","51,907,000",""
"SURVEY","2002","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,166,000",""
"SURVEY","2002","SEP","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,307,000",""
"SURVEY","2002","SEP","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","64,000",""
"SURVEY","2002","SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,624,000",""
"SURVEY","2002","SEP","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,917,000",""
"SURVEY","2002","SEP","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","58,204,000",""
"SURVEY","2002","SEP","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,302,000",""
"SURVEY","2002","SEP","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","99,203,000",""
"SURVEY","2002","SEP","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","27,742,000",""
"SURVEY","2002","SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,407,000",""
"SURVEY","2002","SEP","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,981,000",""
"SURVEY","2002","SEP","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,695,000",""
"SURVEY","2002","SEP","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","185,322,000",""
"SURVEY","2002","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,722,211,000",""
"SURVEY","2002","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","619,943,000",""
"SURVEY","2002","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","95,055,000",""
"SURVEY","2002","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","263,005,000",""
"SURVEY","2002","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","841,000",""
"SURVEY","2002","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","597,254,000",""
"SURVEY","2002","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","98,521,000",""
"SURVEY","2002","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","716,826,000",""
"SURVEY","2002","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","159,527,000",""
"SURVEY","2002","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,287,045,000",""
"SURVEY","2002","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","374,051,000",""
"SURVEY","2002","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","155,664,000",""
"SURVEY","2002","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","66,296,000",""
"SURVEY","2002","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","153,901,000",""
"SURVEY","2002","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,237,127,000",""
"SURVEY","2001","APR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","137,838,000",""
"SURVEY","2001","APR","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","47,443,000",""
"SURVEY","2001","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,361,000",""
"SURVEY","2001","APR","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,434,000",""
"SURVEY","2001","APR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","87,000",""
"SURVEY","2001","APR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","50,085,000",""
"SURVEY","2001","APR","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,550,000",""
"SURVEY","2001","APR","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","57,027,000",""
"SURVEY","2001","APR","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,021,000",""
"SURVEY","2001","APR","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","104,469,000",""
"SURVEY","2001","APR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,143,000",""
"SURVEY","2001","APR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,022,000",""
"SURVEY","2001","APR","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,875,000",""
"SURVEY","2001","APR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,411,000",""
"SURVEY","2001","APR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,080,000",""
"SURVEY","2001","AUG","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","137,973,000",""
"SURVEY","2001","AUG","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","47,957,000",""
"SURVEY","2001","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,627,000",""
"SURVEY","2001","AUG","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","20,965,000",""
"SURVEY","2001","AUG","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","73,000",""
"SURVEY","2001","AUG","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","43,331,000",""
"SURVEY","2001","AUG","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,272,000",""
"SURVEY","2001","AUG","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","58,916,000",""
"SURVEY","2001","AUG","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,334,000",""
"SURVEY","2001","AUG","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","99,967,000",""
"SURVEY","2001","AUG","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","27,013,000",""
"SURVEY","2001","AUG","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,256,000",""
"SURVEY","2001","AUG","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,149,000",""
"SURVEY","2001","AUG","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,910,000",""
"SURVEY","2001","AUG","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,566,000",""
"SURVEY","2001","DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","142,838,000",""
"SURVEY","2001","DEC","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","51,273,000",""
"SURVEY","2001","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,363,000",""
"SURVEY","2001","DEC","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","20,758,000",""
"SURVEY","2001","DEC","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","91,000",""
"SURVEY","2001","DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","52,879,000",""
"SURVEY","2001","DEC","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,879,000",""
"SURVEY","2001","DEC","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","57,821,000",""
"SURVEY","2001","DEC","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,345,000",""
"SURVEY","2001","DEC","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","113,617,000",""
"SURVEY","2001","DEC","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","33,900,000",""
"SURVEY","2001","DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,737,000",""
"SURVEY","2001","DEC","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,470,000",""
"SURVEY","2001","DEC","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,019,000",""
"SURVEY","2001","DEC","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","181,165,000",""
"SURVEY","2001","FEB","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","124,141,000",""
"SURVEY","2001","FEB","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,734,000",""
"SURVEY","2001","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,570,000",""
"SURVEY","2001","FEB","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,421,000",""
"SURVEY","2001","FEB","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","62,000",""
"SURVEY","2001","FEB","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","52,098,000",""
"SURVEY","2001","FEB","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,901,000",""
"SURVEY","2001","FEB","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","52,076,000",""
"SURVEY","2001","FEB","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,689,000",""
"SURVEY","2001","FEB","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","102,149,000",""
"SURVEY","2001","FEB","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","27,022,000",""
"SURVEY","2001","FEB","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,262,000",""
"SURVEY","2001","FEB","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,427,000",""
"SURVEY","2001","FEB","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,908,000",""
"SURVEY","2001","FEB","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","163,630,000",""
"SURVEY","2001","JAN","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","136,093,000",""
"SURVEY","2001","JAN","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,400,000",""
"SURVEY","2001","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,661,000",""
"SURVEY","2001","JAN","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,752,000",""
"SURVEY","2001","JAN","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","61,000",""
"SURVEY","2001","JAN","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","57,635,000",""
"SURVEY","2001","JAN","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,725,000",""
"SURVEY","2001","JAN","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,263,000",""
"SURVEY","2001","JAN","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,786,000",""
"SURVEY","2001","JAN","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","111,632,000",""
"SURVEY","2001","JAN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","28,555,000",""
"SURVEY","2001","JAN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,923,000",""
"SURVEY","2001","JAN","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,493,000",""
"SURVEY","2001","JAN","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,724,000",""
"SURVEY","2001","JAN","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","178,094,000",""
"SURVEY","2001","JUL","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","138,541,000",""
"SURVEY","2001","JUL","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,065,000",""
"SURVEY","2001","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,193,000",""
"SURVEY","2001","JUL","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,215,000",""
"SURVEY","2001","JUL","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","60,000",""
"SURVEY","2001","JUL","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,436,000",""
"SURVEY","2001","JUL","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,326,000",""
"SURVEY","2001","JUL","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","59,457,000",""
"SURVEY","2001","JUL","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,294,000",""
"SURVEY","2001","JUL","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","106,578,000",""
"SURVEY","2001","JUL","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","31,697,000",""
"SURVEY","2001","JUL","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,285,000",""
"SURVEY","2001","JUL","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,798,000",""
"SURVEY","2001","JUL","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,974,000",""
"SURVEY","2001","JUL","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","175,586,000",""
"SURVEY","2001","JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","136,344,000",""
"SURVEY","2001","JUN","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","45,824,000",""
"SURVEY","2001","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,154,000",""
"SURVEY","2001","JUN","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,949,000",""
"SURVEY","2001","JUN","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","62,000",""
"SURVEY","2001","JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","48,775,000",""
"SURVEY","2001","JUN","","STATE","MISSOURI","29","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,904,000",""
"SURVEY","2001","JUN","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","55,852,000",""
"SURVEY","2001","JUN","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,428,000",""
"SURVEY","2001","JUN","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","108,019,000",""
"SURVEY","2001","JUN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","31,692,000",""
"SURVEY","2001","JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,459,000",""
"SURVEY","2001","JUN","","STATE","UTAH","49","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,074,000",""
"SURVEY","2001","JUN","","STATE","WASHINGTON","53","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,027,000",""
"SURVEY","2001","JUN","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","179,169,000",""
"SURVEY","2001","MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","137,142,000",""
